recipe_id,approved_at,aspect_ratio,beauty_url,brand,brand_id,buzz_id,compilation_id,compilation_name,compilation_description,created_at,language,name,slug,thumbnail_url,video_url,yields
recipe:4704,1553195044,1:1,,,,,848,Protein-Packed Snacks,"Whether you’re trying to be healthy, pulling an all-nighter, or just trying to get through the day, protein-packed snacks are your best friends. That’s because protein can give you an energy boost and help you stay fuller longer. From <a href=""https://tasty.co/recipe/avocado-deviled-eggs"">avocado deviled eggs</a> to <a href=""https://tasty.co/recipe/cacao-chia-pudding"">cacao chia pudding</a>, these snacks are full of protein-packed ingredients like Greek yogurt and almond butter, which will ensure you don’t get hangry anytime soon.",1546890391,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,1353,5 Easy & Healthy Avocado Recipes,,1578291052,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,1403,Healthy And Delicious Appetisers ,,1582700418,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,1675,Healthy Snacks For Late-night Cravings,"Can't sleep? Want to snack? These delicious snacks are a quick and easy fix to all your after-midnight hunger pangs. Chomp down on some <a href= ""https://tasty.co/recipe/hummus-and-carrot-sticks"">hummus and carrot sticks</a> or devour a couple handfuls of delicious <a href= ""https://tasty.co/recipe/spicy-roasted-chickpeas"">oven-roasted chickpeas</a>. And once you're full and satisfied, sail softly back into dreamland!",1598634358,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,2455,Easy Snacks To Pack For Your Next Beach Trip,"Planning a trip to the beach to celebrate the coming of summer? These easy snacks will make sure you're fueled and ready for the next game of water polo. From <a href=""https://tasty.co/recipe/garlic-parmesan-and-herb-pita-chips"">parmesan garlic & herb pita chips</a> to super easy to make <a href=""https://tasty.co/recipe/after-school-banana-roll-ups"">banana roll-ups</a>, these treats are beach-friendly and hassle free. So what are you waiting for? Pack up your picnic basket with these goodies: summer's here! ",1621947459,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,2471,Low Carb Meals For A Healthy You,"Looking for low-carb options? We've got plenty for you! The crispy <a href=""https://tasty.co/recipe/easy-chicken-piccata"">Chicken Piccata</a> and the saucy <a href=""https://tasty.co/recipe/ratatouille"">Ratatouille Lasagna</a> each pack tons of flavor without going overboard on carbs — and they pair well with just about anything. The hardest part? Choosing which dish to make first!",1622179434,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,2741,31 Days 31 Avocado Recipes ," You can never go wrong with avocado, and these easy mouthwatering recipes can enjoyed at any time of the day. Start your day with a wholesome <a href=""https://tasty.co/recipe/radish-avocado-toast"">Raddish Avocado Toast</a> or enjoy a <a href=""https://tasty.co/recipe/salmon-crab-stack"">Salmon Crab Seafood Stack</a> on a lunch date with your special someone. But why settle for one when you have 31 options to try from? Avo-fun for the whole month! ",1628697577,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,2823,Make Healthy Snacks Tasty With These Recipes,,1631878927,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,2850,Recipes For When You Don't Feel Like Working Out,"We've all had those days when you just don't feel like working out. Regardless of whether or not you make it to the gym, these recipes will keep you feeling engaged, alert, and fueled up for whatever comes your way. From <a href=""https://tasty.co/recipe/keto-caprese-avocado-bowls"">caprese avocado bowls</a> to <a href=""https://tasty.co/recipe/spinach-pasta"">spinach pasta</a>, these meals are nutritious, delicious, and nourishing.",1632478266,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:4704,1553195044,1:1,,,,,3382,Use Your Yogurt Wisely!,"With so many health benefits, you ought to use yogurt wisely and creatively! It is easy to digest, packed with vitamins, and a rich source of protein as well. Make the <a href=""https://tasty.co/recipe/honey-granola-yogurt-bark"">Honey Granola Yogurt Bark</a> for your on-the-go meals. <a href=""https://tasty.co/recipe/paprika-spiced-chicken-with-lemon-yogurt-and-crispy-potatoes"">Paprika-Spiced Chicken With Lemon Yogurt And Crispy Potatoes</a> is the perfect dinner recipe as it is delicious, easy and healthy, all at the same time!",1669724060,eng,Low-Carb Avocado Chicken Salad,low-carb-avocado-chicken-salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/45b4efeb5d2c4d29970344ae165615ab/FixedFBFinal.jpg,https://vid.tasty.co/output/121934/hls24_1546897597.m3u8,Servings: 4
recipe:5466,1564773077,1:1,,,,,1372,Tangy & Saucy Spaghetti Recipes,,1579848969,eng,Tomato And Anchovy Pasta,tomato-and-anchovy-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/216182.jpg,https://vid.tasty.co/output/132757/hls24_1557860941.m3u8,Servings: 4
recipe:5466,1564773077,1:1,,,,,1684,Tasty's Best Pasta Recipes,"Having trouble deciding what you should make next? Take a look at a few of the best pasta recipes we have to offer! From a <a href=""https://tasty.co/recipe/vegan-mac-n-cheese"">vegan version of mac 'n' cheese</a> to delicious <a href=""https://tasty.co/recipe/spaghetti-meatball-bake"">baked meatballs and spaghetti</a>, these ideas will satisfy every craving. Pair your pasta with a salad, dessert, and glass of wine — and you've got a restaurant-quality menu right at home!",1598896707,eng,Tomato And Anchovy Pasta,tomato-and-anchovy-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/216182.jpg,https://vid.tasty.co/output/132757/hls24_1557860941.m3u8,Servings: 4
recipe:5466,1564773077,1:1,,,,,2219,Make The Perfect Bowl Of Pasta With These Recipes,"We've curated a special assortment of pasta recipes just for you. From our unique <a href=""https://tasty.co/recipe/tomato-and-anchovy-pasta"">tomato anchovy pasta</a> to mouth-watering <a href=""https://tasty.co/recipe/one-pot-chicken-bacon-and-goat-cheese"">chicken, bacon and goat cheese pasta</a>, these recipes are made to impress! We're going to go eat our hearts out now: time to get cooking!",1615809320,eng,Tomato And Anchovy Pasta,tomato-and-anchovy-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/216182.jpg,https://vid.tasty.co/output/132757/hls24_1557860941.m3u8,Servings: 4
recipe:2436,1599763073,1:1,,,,4624246.0,406,6 Keto-Friendly Meals,"The Keto diet is a popular low-carb, high-fat plan that can allow your body to burn fat for energy. Navigating a new diet and all its rules is always tricky, but we’re here to help! From a super filling and satisfying <a href=""https://tasty.co/recipe/paleo-beef-and-veggie-stir-fry"">beef and veggie stir-fry</a> to quick and easy <a href=""https://tasty.co/recipe/baked-avocado-eggs"">baked avocado eggs</a>, these Ketogenic diet recipes will show you how to satisfy your cravings in a completely Keto-friendly way.",1515525485,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,465,5 Easy 2-Ingredient Recipes,,1518631105,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,1023,Keto-Friendly Weekday Dinner Recipes,,1563182777,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,1456,Easy No-Bake Snacks,,1585660817,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,1732,Food To Eat When You're Feeling Lazy,"Feeling lazy? Need recipes you can quickly make? These are the perfect dishes for you! Open up our treasure-trove of recipes and never be sleep hungry again. From versatile freezer foods to two-ingredient recipes, these ideas will delight everyone's taste buds and keep you craving even more.",1601459761,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,2193,Indulgent Vs Light Dinner Recipes,"Have some chicken in the fridge and looking for something light to whip up for dinner? The <a href=""https://tasty.co/recipe/one-pan-lemon-pepper-chicken"">One-Pan Lemon Pepper Chicken</a> is perfect for you. Or if you're feeling like making something more filling, go for the homemade <a href=""https://tasty.co/recipe/homemade-chicken-tikka-masala"">Chicken Tikka Masala</a>. Use the spaghetti in your pantry for a light <a href=""https://tasty.co/recipe/2-ingredient-pasta"">2-Ingredient Pasta</a> or indulge in a <a href=""https://tasty.co/recipe/cheesy-chicken-alfredo-pasta-bake"">Cheesy Chicken Alfredo Pasta Bake</a>.",1614363222,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,2257,Easy Recipes Under $5,"Adulting is hard, and budgeting is one of the hardest: doesn't the world know you have to eat? Well, we do, so we're bringing you these easy recipes under $5 and, well, they're unbelievably delicious. From a sweet <a href=""https://tasty.co/recipe/2-ingredient-chocolate-souffle"">chocolate souffle</a> to the super easy-to-make, nutrient-packed <a href=""https://tasty.co/recipe/honey-roasted-carrots"">honey-roasted carrots</a>, there's something for every palate. So go ahead, take your pick and relish in your food without breaking the bank!",1617096493,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,2348,No-Fuss Recipes For Those Lazy Days,"Are you famished but too tired to cook? Well, look no further: these super easy recipes will keep all of your hunger pangs at bay. From a delicious <a href=""https://tasty.co/recipe/2-ingredient-chocolate-cake"">two-ingredient chocolate cake</a> to a <a href=""https://tasty.co/recipe/3-ingredient-teriyaki-chicken"">three-ingredient teriyaki chicken</a> you can whip up these mouthwatering (and fool-proof!) recipes in no time. ",1619646737,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,2791,Cheap Vs Expensive 3-Course Meal,,1630397151,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:2436,1599763073,1:1,,,,4624246.0,2846,2 Ingredient Easy Meals,"Whether you are cooking on a budget, haven't had time to grocery shop, or you're just looking for something quick and easy, these two-ingredient recipes never fail. A <a href=""https://tasty.co/recipe/2-ingredient-pasta"">low-carb pasta</a> makes for a great dinner, and no one will believe how easy it is to whip up our <a href=""https://tasty.co/recipe/2-ingredient-pumpkin-bread"">two-ingredient pumpkin bread</a>. You might want to throw out those fancy French cookbooks after trying this <a href=""https://tasty.co/recipe/2-ingredient-chocolate-souffle"">simple chocolate souffle</a>. Yes, you're reading this correctly. Two ingredients is all you need!",1632473076,und,2-ingredient Pasta,2-ingredient-pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97761.jpg,https://vid.tasty.co/output/51134/low_1504636473.m3u8,Servings: 1
recipe:6095,1584627322,1:1,,,,,2164,Recipes For Your Golden Globes Viewing Party,"This year, watch The Golden Globes with your friends and family over some of our delicious custom recipes, curated just for the event. Kick it off with <a href=""https://tasty.co/recipe/champagne-chocolate-covered-strawberries"">Champagne Chocolate Covered Strawberries</a> along with a fresh <a href=""https://tasty.co/recipe/how-to-make-a-fresh-seacuterie-board"">Charcuterie Board</a>. We promise these recipes will make your party extra grand and special, just like the awards themselves.",1613730443,eng,How To Make A Fresh Seacuterie Board,how-to-make-a-fresh-seacuterie-board,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/258751.jpg,https://vid.tasty.co/output/162704/hls24_1584489875.m3u8,Servings: 6-10
recipe:6095,1584627322,1:1,,,,,2169,Easy Recipes For Girls Night,"No girls night is complete without food! Set the mood with some bright pink <a href=""https://tasty.co/recipe/mean-girls-pink-milkshake-as-made-by-jonathan-bennett "">Mean Girls Milkshakes</a>. Spill some secrets over <a href=""https://tasty.co/recipe/mini-chicken-tacos"">Mini Chicken Tacos</a> and spiked <a href=""https://tasty.co/recipe/rosarita"">Rosaritas</a>. And bond over a <a href=""https://tasty.co/recipe/how-to-make-a-fresh-seacuterie-board"">Fresh Seacuterie Board</a>. No matter what's on the agenda for the night, you and your girls deserve some fun, flavorful treats!",1613986122,eng,How To Make A Fresh Seacuterie Board,how-to-make-a-fresh-seacuterie-board,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/258751.jpg,https://vid.tasty.co/output/162704/hls24_1584489875.m3u8,Servings: 6-10
recipe:4836,1554245910,1:1,,,,,885,5 Recipes Straight Out Of Middle East,,1552290467,eng,Organic Quinoa Rice Cakes With Mediterranean Chicken,organic-quinoa-rice-cakes-with-mediterranean-chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dc1f22377e8c4b26b070a6ba4f2a3079/Mediterranean_FB.jpg,https://vid.tasty.co/output/128564/hls24_1553875813.m3u8,Servings: 4
recipe:4836,1554245910,1:1,,,,,2188,25 Rice Recipes,"You can never go wrong with rice, and these easy, mouthwatering recipes prove that rice is an anytime food. Start your day with a sweet <a href=""https://tasty.co/recipe/japanese-style-fried-chicken-rice-burger"">Fried Chicken Rice Burger</a> or enjoy <a href=""https://tasty.co/recipe/pineapple-fried-rice"">Pineapple Fried Rice</a> on a special lunch date. But why settle for one when you have 25 options to try from? Let’s get cookin’! ",1614255889,eng,Organic Quinoa Rice Cakes With Mediterranean Chicken,organic-quinoa-rice-cakes-with-mediterranean-chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dc1f22377e8c4b26b070a6ba4f2a3079/Mediterranean_FB.jpg,https://vid.tasty.co/output/128564/hls24_1553875813.m3u8,Servings: 4
recipe:4836,1554245910,1:1,,,,,3336,Tasty Quinoa Recipes!,"Eating healthy doesn't mean your food has to be bland and tasteless. Get your nutrients from the ultimate superfood, quinoa, with these specially curated recipes, starting with the <a href=""https://tasty.co/recipe/quinoa-pizza-burgers"">Quinoa Pizza Burger</a>; yes, you read that right, and boy, does it taste delicious! Or try <a href=""https://tasty.co/recipe/organic-quinoa-rice-cakes-with-mediterranean-chicken"">Quinoa Rice Cakes with Mediterranean Chicken</a>. Let’s go healthy this fall!",1665738588,eng,Organic Quinoa Rice Cakes With Mediterranean Chicken,organic-quinoa-rice-cakes-with-mediterranean-chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dc1f22377e8c4b26b070a6ba4f2a3079/Mediterranean_FB.jpg,https://vid.tasty.co/output/128564/hls24_1553875813.m3u8,Servings: 4
recipe:4836,1554245910,1:1,,,,,3562,6 Homemade Middle Eastern-Inspired Recipes Under 9 Minutes,"Middle Eastern cuisine is as vibrant as the cultures that contribute to it! These twists on Middle Eastern recipes are packed with flavor, from succulent <a href=""https://tasty.co/recipe/sheet-pan-shakshuka-toast"">Sheet-Pan Shakshuka Toast</a> to satisfying <a href=""https://tasty.co/recipe/organic-quinoa-rice-cakes-with-mediterranean-chicken"">Quinoa Rice Cakes with Mediterranean Chicken</a>.",1682312774,eng,Organic Quinoa Rice Cakes With Mediterranean Chicken,organic-quinoa-rice-cakes-with-mediterranean-chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dc1f22377e8c4b26b070a6ba4f2a3079/Mediterranean_FB.jpg,https://vid.tasty.co/output/128564/hls24_1553875813.m3u8,Servings: 4
